latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.57469,126.96,37.0,32400,Asia/Seoul,GMT+9

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm)
2025-06-09,29.8,19.6,23.4,0.10
2025-06-10,25.2,19.0,21.2,1.90
2025-06-11,28.0,16.1,22.0,0.00
2025-06-12,33.1,18.0,25.1,0.00
2025-06-13,28.7,20.2,23.9,1.10
2025-06-14,33.0,19.7,25.1,0.60
2025-06-15,32.9,19.5,25.4,9.70
2025-06-16,26.0,20.6,22.7,8.00
2025-06-17,28.1,19.6,23.6,0.00
2025-06-18,30.0,20.1,24.6,0.00
2025-06-19,34.6,21.2,26.9,1.50
2025-06-20,25.2,21.7,23.0,51.70
2025-06-21,23.8,19.8,21.2,1.80
2025-06-22,25.8,17.0,21.4,0.00
2025-06-23,29.3,17.9,23.5,0.00
2025-06-24,27.4,21.3,24.0,0.90
2025-06-25,23.7,19.3,20.9,8.10
2025-06-26,24.5,19.5,21.8,0.40
2025-06-27,27.5,19.4,23.1,1.10
2025-06-28,28.6,22.2,24.8,8.20
2025-06-29,29.4,23.2,25.8,1.00
2025-06-30,29.6,23.5,26.3,1.40
2025-07-01,29.2,24.4,26.3,9.70
2025-07-02,28.9,24.7,26.1,1.10
2025-07-03,30.2,24.4,26.5,0.80
2025-07-04,29.3,23.9,26.0,0.60
2025-07-05,30.7,24.2,26.8,0.50
2025-07-06,31.6,24.4,27.2,0.60
2025-07-07,33.2,24.7,27.9,1.40
2025-07-08,35.5,25.3,30.0,0.20
2025-07-09,35.9,26.2,30.8,0.00
2025-07-10,36.7,25.7,30.7,0.00
2025-07-11,36.5,22.6,29.4,0.00
2025-07-12,37.0,23.3,30.3,0.00
2025-07-13,31.2,24.3,27.3,2.80
2025-07-14,28.9,21.1,23.7,24.50
2025-07-15,24.5,21.0,22.2,11.60
2025-07-16,24.5,21.0,22.4,36.70
2025-07-17,26.8,21.9,23.4,25.90
2025-07-18,27.4,21.9,24.0,42.30
2025-07-19,28.0,21.7,23.8,43.40
2025-07-20,30.4,23.0,26.5,22.40
2025-07-21,29.9,24.7,26.9,0.90
2025-07-22,30.5,23.8,26.9,6.70
2025-07-23,31.2,23.7,27.3,0.00
2025-07-24,32.3,23.9,27.9,0.00
2025-07-25,35.7,24.1,29.8,0.00
2025-07-26,37.8,27.2,32.1,0.00
2025-07-27,38.4,27.8,32.8,1.10
2025-07-28,36.8,27.7,31.9,0.00
2025-07-29,38.5,27.6,32.5,1.30
2025-07-30,38.0,27.8,32.2,0.00
2025-07-31,35.7,28.2,31.7,0.00
2025-08-01,36.4,27.1,31.3,0.10
2025-08-02,36.3,26.9,31.2,0.00
2025-08-03,33.3,25.5,30.0,0.70
2025-08-04,32.3,22.2,26.9,4.50
2025-08-05,30.7,23.8,27.0,0.00
2025-08-06,28.9,24.6,25.8,13.00
2025-08-07,30.0,22.7,26.3,0.80
2025-08-08,29.6,21.7,25.6,0.30
2025-08-09,26.3,22.7,24.3,5.20
2025-08-10,30.4,20.9,25.6,0.00
2025-08-11,28.2,23.4,25.4,0.20
2025-08-12,32.0,21.8,26.6,0.00
2025-08-13,27.2,22.9,24.7,51.90
2025-08-14,27.4,23.2,24.9,36.30
2025-08-15,30.1,23.6,26.4,1.30
2025-08-16,30.7,24.5,26.9,0.30
2025-08-17,30.2,23.8,26.6,1.10
2025-08-18,30.7,24.6,27.2,1.10
2025-08-19,30.4,25.4,27.4,1.90
2025-08-20,30.9,24.5,27.4,3.50
2025-08-21,32.0,25.5,28.2,0.60
2025-08-22,32.1,24.8,28.1,0.00
2025-08-23,33.4,25.1,29.0,0.90
2025-08-24,35.2,25.8,30.0,0.40
2025-08-25,33.0,24.8,28.5,19.00
2025-08-26,29.5,23.6,25.9,13.90
2025-08-27,30.4,22.2,25.8,0.00
2025-08-28,30.1,23.9,26.5,1.40
2025-08-29,30.6,23.8,27.1,31.50
2025-08-30,31.0,23.6,26.8,7.70
2025-08-31,29.8,24.1,26.4,7.10
2025-09-01,28.0,23.1,24.8,23.40
2025-09-02,28.5,19.8,24.2,0.00
2025-09-03,30.3,21.2,25.7,0.20
2025-09-04,28.6,22.6,24.7,26.00
2025-09-05,31.1,22.0,26.2,0.40
2025-09-06,29.9,23.8,25.7,36.20
2025-09-07,27.3,21.9,24.1,0.70
2025-09-08,26.6,20.5,23.1,0.20
2025-09-09,26.1,20.9,23.1,0.50
2025-09-10,29.3,18.3,23.3,0.00
2025-09-11,29.6,19.0,23.9,0.00
2025-09-12,26.1,20.1,22.5,6.20
2025-09-13,26.3,20.1,22.6,58.20
2025-09-14,27.6,20.2,23.3,0.10
2025-09-15,28.6,19.7,24.0,0.00
2025-09-16,27.1,20.9,23.3,13.30
2025-09-17,24.2,20.3,22.1,27.80
2025-09-18,24.9,18.2,21.2,0.00
2025-09-19,20.4,17.6,18.8,12.90
2025-09-20,22.6,16.8,19.1,29.70
2025-09-21,25.6,15.6,20.1,0.00
2025-09-22,23.8,16.4,19.6,0.00
2025-09-23,24.9,17.3,20.6,0.00
2025-09-24,24.2,18.5,20.8,38.30
2025-09-25,25.4,18.6,21.5,0.10
2025-09-26,25.0,16.9,20.4,0.00
2025-09-27,26.7,16.7,21.4,0.00
2025-09-28,22.7,18.2,20.1,23.50
2025-09-29,23.2,16.1,19.2,0.00
2025-09-30,22.2,16.2,18.7,0.40
2025-10-01,23.5,14.9,18.8,0.40
2025-10-02,25.0,16.5,20.4,0.00
2025-10-03,23.7,18.1,20.4,1.30
2025-10-04,23.3,19.3,21.0,0.00
2025-10-05,22.1,19.1,20.6,5.60
2025-10-06,20.0,15.5,18.0,30.50
2025-10-07,20.7,15.8,18.3,16.90
2025-10-08,26.4,16.1,20.4,0.00
2025-10-09,21.4,17.6,19.1,0.10
2025-10-10,18.5,15.8,17.0,20.80
2025-10-11,24.5,16.8,20.0,17.70
2025-10-12,21.7,15.9,18.3,1.40
2025-10-13,17.9,13.3,15.8,25.20
2025-10-14,19.8,13.9,16.5,2.40
2025-10-15,24.0,15.6,18.8,9.00
2025-10-16,23.6,16.8,19.4,6.90
2025-10-17,23.1,14.8,18.5,5.00
2025-10-18,17.5,12.7,15.6,12.80
2025-10-19,18.0,8.4,14.0,0.10
2025-10-20,14.7,5.2,9.3,0.10
2025-10-21,13.8,4.3,8.5,0.00
2025-10-22,17.7,5.0,11.4,0.20
2025-10-23,18.6,10.7,13.9,0.50
2025-10-24,19.3,11.1,14.4,0.20
2025-10-25,16.7,10.5,13.2,0.50
2025-10-26,14.5,10.4,12.1,0.00
2025-10-27,9.7,2.4,6.6,0.00
2025-10-28,11.5,1.4,6.4,0.00
2025-10-29,15.3,4.6,9.2,0.00
2025-10-30,16.3,5.7,10.6,0.00
2025-10-31,18.1,9.0,12.8,1.20
2025-11-01,15.4,9.1,11.7,0.90
2025-11-02,10.3,2.8,7.5,0.10
2025-11-03,11.3,-0.4,5.0,0.00
2025-11-04,13.6,3.2,7.8,0.00
2025-11-05,16.3,4.2,9.5,0.00
2025-11-06,16.7,4.8,10.6,0.00
2025-11-07,18.0,6.8,11.7,0.00
2025-11-08,15.2,10.2,12.2,0.10
2025-11-09,15.9,8.6,11.7,0.00
2025-11-10,10.2,4.7,7.4,0.00
2025-11-11,13.0,2.6,7.4,0.00
2025-11-12,14.8,3.5,8.6,0.00
2025-11-13,15.9,4.7,9.4,0.00
2025-11-14,12.8,2.9,7.3,0.00
2025-11-15,14.0,1.8,7.4,0.00
2025-11-16,15.7,3.3,9.4,0.80
2025-11-17,8.8,-0.8,3.2,0.00
2025-11-18,4.4,-2.9,0.6,0.00
2025-11-19,5.8,-2.3,1.4,0.00
2025-11-20,12.9,0.6,5.7,0.00
2025-11-21,10.6,0.3,5.7,0.00
2025-11-22,13.1,2.4,7.6,0.00
2025-11-23,13.3,4.8,9.0,0.40
2025-11-24,15.7,8.2,10.9,0.20
2025-11-25,8.7,4.0,6.6,3.50
2025-11-26,8.5,1.8,4.7,0.00
2025-11-27,9.0,2.2,4.5,9.10
2025-11-28,4.9,-2.0,1.2,0.00
2025-11-29,9.4,-1.3,3.8,0.40
2025-11-30,14.8,6.5,10.1,0.80
2025-12-01,10.3,1.0,4.7,0.00
2025-12-02,1.5,-6.2,-1.0,0.00
2025-12-03,-4.0,-8.6,-6.8,0.00
2025-12-04,0.0,-10.0,-5.3,1.70
2025-12-05,-0.7,-10.7,-5.4,0.00
2025-12-06,4.3,-3.6,0.3,3.20
2025-12-07,10.7,-1.1,4.3,1.20
2025-12-08,4.8,-1.9,1.1,0.00
2025-12-09,5.6,-3.6,0.3,0.00
2025-12-10,7.7,-1.5,2.5,0.10
2025-12-11,6.7,-3.7,2.5,11.20
2025-12-12,5.0,-4.2,-0.1,0.00
2025-12-13,2.2,-1.7,0.9,9.80
2025-12-14,2.1,-3.3,-1.0,0.00
2025-12-15,4.3,-4.2,-0.6,0.00
2025-12-16,2.9,-0.2,1.0,1.90
2025-12-17,5.5,-1.7,1.5,0.00
2025-12-18,4.8,-3.3,-0.2,0.00
2025-12-19,6.8,-2.4,1.2,0.00
2025-12-20,9.2,0.3,5.3,4.00
2025-12-21,0.2,-4.5,-2.4,0.00
2025-12-22,2.3,-6.1,-2.6,0.00
2025-12-23,2.2,-1.8,0.2,10.90
2025-12-24,3.1,-2.5,0.5,0.00
2025-12-25,-1.2,-9.5,-4.5,0.00
2025-12-26,-5.8,-12.2,-9.3,0.00
2025-12-27,2.2,-8.8,-4.2,0.00
2025-12-28,5.9,-3.6,0.6,1.20
2025-12-29,8.0,-1.9,3.1,0.70
2025-12-30,1.7,-4.5,-1.9,0.00
2025-12-31,-2.2,-8.8,-6.1,0.00
2026-01-01,-4.4,-11.2,-8.2,0.00
2026-01-02,-5.8,-12.2,-9.2,0.00
2026-01-03,-0.9,-10.7,-5.8,0.00
2026-01-04,2.4,-4.6,-1.4,0.00
2026-01-05,0.1,-5.0,-2.9,0.00
2026-01-06,2.4,-7.6,-3.0,0.00
2026-01-07,0.9,-5.6,-1.3,0.00
2026-01-08,-3.2,-8.5,-5.7,0.00
2026-01-09,3.1,-7.7,-1.9,0.10
2026-01-10,4.1,-5.0,0.7,7.10
2026-01-11,-5.0,-9.5,-7.3,0.00
2026-01-12,0.3,-10.7,-5.6,3.10
2026-01-13,1.0,-8.5,-4.1,0.20
2026-01-14,-0.4,-10.6,-5.3,0.20
2026-01-15,7.2,-1.4,2.1,0.00
2026-01-16,6.2,-1.7,0.9,0.00
2026-01-17,1.8,-5.7,-1.7,0.00
2026-01-18,3.3,-4.4,-1.0,0.80
2026-01-19,-1.0,-10.5,-4.7,2.40
2026-01-20,-5.9,-13.8,-10.4,0.00
2026-01-21,-7.3,-14.3,-11.0,0.00
2026-01-22,-6.2,-14.8,-10.6,0.00
2026-01-23,-2.3,-13.2,-8.0,0.80
2026-01-24,-3.6,-12.7,-7.3,0.00
2026-01-25,-3.8,-12.2,-8.2,0.00
2026-01-26,-2.5,-11.4,-7.2,0.00
2026-01-27,-1.8,-9.0,-5.7,0.00
2026-01-28,-2.5,-10.7,-6.8,0.00
2026-01-29,-1.9,-10.6,-6.6,0.00
2026-01-30,-3.7,-11.4,-7.8,0.00
2026-01-31,-0.6,-12.1,-6.4,0.00
2026-02-01,0.6,-8.8,-3.8,0.10
2026-02-02,-0.5,-6.7,-3.5,1.30
2026-02-03,3.0,-8.9,-3.2,0.00
2026-02-04,5.7,-2.3,0.8,0.00
2026-02-05,7.5,-3.1,1.7,0.00
2026-02-06,-3.9,-9.8,-6.7,0.00
2026-02-07,-5.1,-11.0,-8.7,0.00
2026-02-08,-4.8,-13.3,-9.1,0.00
2026-02-09,1.3,-11.0,-5.2,0.00
2026-02-10,4.7,-3.3,-0.5,0.60
2026-02-11,5.3,-1.8,1.1,0.00
2026-02-12,6.6,-4.0,0.6,0.00
2026-02-13,8.4,-0.4,3.1,0.00
2026-02-14,10.5,-0.5,4.3,0.00
2026-02-15,9.3,-1.2,4.5,0.00
2026-02-16,6.0,-3.7,0.3,0.00
2026-02-17,4.7,-4.9,-0.7,0.00
2026-02-18,5.0,-2.2,1.1,0.00
2026-02-19,5.0,-4.2,-0.4,0.00
2026-02-20,10.6,-2.5,3.1,0.00
2026-02-21,15.1,1.2,7.5,0.00
2026-02-22,10.8,0.1,6.9,0.10
2026-02-23,4.4,-2.7,0.4,0.00
2026-02-24,3.8,-1.4,0.4,1.30
2026-02-25,12.4,-1.7,4.3,0.00
2026-02-26,10.9,-1.4,4.8,0.00
2026-02-27,12.0,3.6,7.1,0.00
2026-02-28,13.7,-0.5,6.2,0.00
2026-03-01,11.5,3.1,6.6,0.50
2026-03-02,5.3,1.6,3.7,12.00
2026-03-03,9.7,1.0,4.5,1.40
2026-03-04,9.9,-0.6,4.5,0.00
2026-03-05,11.2,-1.2,3.8,11.80
2026-03-06,4.0,-2.1,1.0,0.90
2026-03-07,3.9,-4.1,-0.6,0.00
2026-03-08,4.9,-4.3,-0.2,0.00
2026-03-09,6.8,-1.0,2.7,0.10
2026-03-10,6.8,-2.8,1.5,0.00
2026-03-11,7.9,-1.4,2.5,0.00
2026-03-12,11.5,-1.2,4.8,0.00
2026-03-13,10.6,0.4,5.3,0.00
2026-03-14,11.3,2.3,5.6,0.00
2026-03-15,9.7,2.4,5.2,0.40
2026-03-16,11.4,-0.3,5.0,0.00
2026-03-17,12.5,-1.5,5.3,0.00
2026-03-18,8.8,3.4,5.1,5.60
2026-03-19,10.5,-1.1,4.1,0.00
2026-03-20,11.5,-0.1,5.2,0.00
2026-03-21,12.5,-0.5,5.5,0.00
2026-03-22,15.6,2.1,7.6,0.00
2026-03-23,17.1,2.2,9.1,0.00
2026-03-24,16.0,5.3,10.3,0.00
2026-03-25,17.9,6.0,10.9,0.00
2026-03-26,17.6,4.8,10.1,0.00
2026-03-27,16.8,4.8,9.8,0.00
2026-03-28,18.4,4.7,10.1,0.00
2026-03-29,18.6,5.1,11.3,0.00
2026-03-30,18.3,9.0,12.9,1.30
2026-03-31,17.5,9.4,13.3,7.50
2026-04-01,16.4,8.5,11.5,0.10
2026-04-02,16.0,4.7,9.7,0.00
2026-04-03,20.4,6.6,12.6,0.00
2026-04-04,19.4,9.8,13.6,2.00
2026-04-05,15.9,6.8,10.3,4.10
2026-04-06,13.1,5.5,9.7,3.60
2026-04-07,12.4,1.5,6.7,0.00
2026-04-08,14.7,2.1,8.3,0.00
2026-04-09,10.8,6.7,8.9,29.50
2026-04-10,11.5,7.5,9.9,6.80
2026-04-11,15.5,7.2,10.0,0.00
2026-04-12,20.6,4.6,12.2,0.00
2026-04-13,24.3,7.2,15.7,0.00
2026-04-14,24.8,10.7,17.6,0.00
2026-04-15,24.6,11.0,16.8,0.00
2026-04-16,25.4,9.9,17.3,0.00
2026-04-17,20.5,13.0,16.1,0.00
2026-04-18,26.4,9.4,17.5,0.00
2026-04-19,29.0,13.4,20.3,0.00
2026-04-20,16.4,8.4,12.4,2.40
2026-04-21,17.4,5.5,11.0,0.00
2026-04-22,18.9,9.0,13.3,0.00
2026-04-23,22.5,9.8,16.0,0.00
2026-04-24,25.6,8.2,16.6,0.00
2026-04-25,25.1,10.4,17.2,0.00
2026-04-26,23.7,9.2,16.4,0.00
2026-04-27,21.7,11.3,14.8,4.00
2026-04-28,15.5,10.5,12.6,0.50
2026-04-29,19.5,7.5,13.3,0.00
2026-04-30,22.0,9.6,15.8,0.00
2026-05-01,24.8,12.3,17.0,0.00
2026-05-02,22.3,12.1,16.2,1.10
2026-05-03,14.6,10.8,12.7,11.50
2026-05-04,19.3,8.1,13.0,0.70
2026-05-05,19.4,7.5,13.2,0.00
2026-05-06,22.8,9.0,15.4,0.00
2026-05-07,20.2,12.1,14.8,4.20
2026-05-08,19.6,10.1,14.8,0.00
2026-05-09,22.2,9.2,15.6,0.00
2026-05-10,24.1,10.5,16.9,0.00
2026-05-11,21.9,12.0,16.0,8.10
2026-05-12,24.7,14.7,18.4,1.20
2026-05-13,23.9,12.2,17.9,0.00
2026-05-14,31.3,13.7,23.0,0.00
2026-05-15,32.0,18.5,24.6,0.00
2026-05-16,30.0,18.3,23.9,0.00
2026-05-17,29.6,16.9,22.9,0.00
2026-05-18,29.9,16.5,23.4,0.00
2026-05-19,24.6,19.9,22.3,0.30
2026-05-20,21.9,15.3,17.6,49.00
2026-05-21,20.0,15.2,17.2,18.60
2026-05-22,25.1,14.9,19.3,0.00
2026-05-23,22.2,13.9,17.7,0.30
2026-05-24,26.7,14.3,20.4,0.00
2026-05-25,28.8,17.1,22.9,0.00
2026-05-26,27.6,20.5,23.3,3.40
2026-05-27,24.3,19.1,21.0,11.70
2026-05-28,25.6,17.0,20.2,2.00
2026-05-29,26.0,16.4,20.2,0.00
2026-05-30,26.9,15.2,20.6,0.00
2026-05-31,29.5,16.2,22.8,0.00
2026-06-01,28.1,17.4,22.9,0.00
2026-06-02,32.4,17.9,25.5,0.00
2026-06-03,32.0,20.5,25.8,0.20
2026-06-04,28.8,19.5,22.9,18.10
2026-06-05,25.0,15.9,20.2,0.90
2026-06-06,28.2,15.1,21.9,0.00
2026-06-07,24.8,19.3,22.2,2.10
2026-06-08,26.8,16.4,21.5,0.80
2026-06-09,28.7,16.4,22.1,0.00
2026-06-10,26.3,15.1,20.6,3.70
2026-06-11,25.8,16.4,20.8,0.70
2026-06-12,27.3,16.9,22.2,0.10
2026-06-13,32.1,16.9,24.3,0.00
2026-06-14,30.4,20.4,24.1,1.60
2026-06-15,33.3,18.5,25.5,0.40
2026-06-16,33.8,22.2,27.7,0.50
2026-06-17,32.9,22.7,27.2,1.50
2026-06-18,32.6,21.8,26.9,1.50
2026-06-19,34.2,22.3,26.9,9.00
2026-06-20,23.4,20.5,21.6,56.30
2026-06-21,26.6,19.4,22.6,0.20
2026-06-22,26.2,20.9,23.2,2.40
2026-06-23,28.9,19.6,23.9,0.60
2026-06-24,27.3,17.4,22.6,0.00
2026-06-25,24.0,18.8,21.3,0.70
2026-06-26,28.3,17.0,22.6,0.30
2026-06-27,32.6,20.0,26.1,0.00
2026-06-28,31.7,22.3,26.2,1.50
2026-06-29,32.3,21.1,26.2,2.40
2026-06-30,32.7,22.5,26.9,1.00
2026-07-01,32.3,21.9,26.3,2.80
2026-07-02,27.9,21.4,23.8,9.90
2026-07-03,29.3,21.7,25.0,3.60
2026-07-04,31.3,22.3,26.2,0.50
2026-07-05,30.5,22.6,25.4,23.10
2026-07-06,29.0,22.7,24.9,19.50
2026-07-07,29.6,22.9,25.8,8.40
2026-07-08,27.5,23.2,25.4,22.80
2026-07-09,25.9,22.9,23.9,15.40
2026-07-10,27.8,22.1,24.4,35.60
2026-07-11,32.1,23.6,27.8,0.10
2026-07-12,34.0,24.8,29.5,0.40
2026-07-13,32.4,25.9,29.2,3.10
2026-07-14,32.4,25.3,28.0,45.60
2026-07-15,26.9,23.1,24.9,8.50
2026-07-16,29.8,21.7,25.6,0.20
2026-07-17,30.5,23.3,26.5,7.90
2026-07-18,27.7,19.7,24.8,58.20
2026-07-19,28.6,22.7,25.2,1.00
2026-07-20,26.3,23.1,24.3,24.20
2026-07-21,26.2,24.2,25.0,25.10
2026-07-22,29.1,23.3,25.3,11.50
2026-07-23,27.8,23.8,25.3,50.80
2026-07-24,31.4,24.3,27.5,2.10
2026-07-25,30.3,24.9,27.3,3.60
2026-07-26,29.9,24.7,26.5,9.60
2026-07-27,29.9,23.4,26.1,6.80
2026-07-28,31.1,25.1,27.5,3.40
2026-07-29,31.6,25.1,27.6,0.30
2026-07-30,31.1,24.6,27.3,0.40
2026-07-31,32.1,24.6,28.1,1.40
2026-08-01,32.8,26.1,29.0,2.20
2026-08-02,34.1,26.3,29.6,0.00
2026-08-03,37.2,25.3,30.9,0.10
2026-08-04,36.6,28.7,32.0,2.70
2026-08-05,37.5,26.8,31.9,5.70
2026-08-06,38.6,28.8,33.3,0.00
2026-08-07,38.4,29.4,33.5,0.60
2026-08-08,34.2,25.2,29.4,12.70
2026-08-09,32.7,23.8,27.4,0.20
2026-08-10,34.2,21.9,28.5,2.40
2026-08-11,33.6,23.3,27.9,0.00
2026-08-12,32.0,21.2,26.0,0.00
2026-08-13,32.3,22.4,27.0,0.90
2026-08-14,31.6,24.2,28.0,3.90
2026-08-15,27.3,23.6,25.0,14.20
2026-08-16,26.8,23.1,24.7,7.60
2026-08-17,28.9,23.1,24.7,11.70
2026-08-18,30.9,23.2,26.6,0.90
2026-08-19,30.0,23.7,26.7,0.70
2026-08-20,30.3,24.2,26.4,6.70
2026-08-21,27.2,22.3,24.4,29.00
2026-08-22,27.4,22.8,24.0,45.50
2026-08-23,32.1,22.5,26.7,9.20
2026-08-24,31.4,24.6,27.5,0.50
2026-08-25,31.2,24.2,26.8,9.70
2026-08-26,29.7,24.6,27.1,0.30
2026-08-27,30.5,24.5,26.8,3.80
2026-08-28,29.3,24.4,25.8,8.70
2026-08-29,29.7,24.2,26.2,2.10
